thold | t0 | tdiff | zeta | trend |
20000 | 160220 | 51652 | 24.8494234492372 | saturating |
40000 | 248225 | 102624 | 15.010048971244544 | saturating |
10000 | 182083 | 147808 | 22.430598404010613 | saturating |
40000 | 289952 | 149130 | 14.09377092201435 | saturating |
20000 | 192081 | 265294 | 6.953627025300233 | saturating |
10000 | 230928 | 117177 | 45.510416877032185 | saturating |
40000 | 298860 | 127662 | 17.490972176528647 | saturating |
20000 | 29513 | 133823 | 0.3254362736599837 | inverse |
40000 | 222882 | 267645 | 4.640137675278821 | saturating |
20000 | 153318 | 66262 | 17.73747330596722 | saturating |
40000 | 190851 | 270670 | 3.3642539070639526 | saturating |
20000 | 120822 | 199645 | 3.6559782824513514 | saturating |
10000 | 161662 | 286327 | 9.12753678276935 | saturating |
10000 | 157277 | 369871 | 6.687751872679935 | saturating |
20000 | 94479 | 196405 | 2.272417056846822 | saturating |
40000 | 146098 | 139383 | 3.8284126478838885 | saturating |
10000 | 24129 | 230445 | 0.25264537785588753 | inverse |
10000 | 41863 | 65101 | 2.6919874794550007 | saturating |
20000 | 97804 | 285794 | 1.6735170115537765 | saturating |
10000 | 227462 | 215768 | 23.97897808942939 | saturating |
10000 | 13619 | 77008 | 0.24085440603573657 | inverse |
10000 | 80244 | 171439 | 3.755912911297896 | saturating |
40000 | 65130 | 312301 | 0.33956958991485775 | inverse |
10000 | 99529 | 100006 | 9.905427515349079 | saturating |
40000 | 104188 | 327367 | 0.8289732428742053 | saturating |
20000 | 49966 | 162442 | 0.7684592519176074 | saturating |
10000 | 79959 | 413827 | 1.5449551819963414 | saturating |
40000 | 226075 | 314444 | 4.063514141230235 | saturating |
40000 | 81335 | 287084 | 0.5760841970468573 | inverse |
10000 | 210878 | 342970 | 12.966011862262008 | saturating |
10000 | 46681 | 357174 | 0.6100992124286763 | inverse |
40000 | 280983 | 223380 | 8.83600213638195 | saturating |
40000 | 55962 | 305786 | 0.25604061696742164 | inverse |
10000 | 174950 | 393972 | 7.768953758135097 | saturating |
40000 | 238522 | 242038 | 5.876426892058272 | saturating |
10000 | 12373 | 119677 | 0.12792025953190672 | inverse |
10000 | 171245 | 225997 | 12.975769600923906 | saturating |
40000 | 255976 | 85314 | 19.200750338748623 | saturating |
10000 | 134191 | 146107 | 12.324682924842753 | saturating |
40000 | 145088 | 276863 | 1.9008072353474461 | saturating |
20000 | 240791 | 213119 | 13.602800707820514 | saturating |
10000 | 80312 | 117300 | 5.498736013640238 | saturating |
40000 | 280991 | 182540 | 10.813512391941492 | saturating |
40000 | 219346 | 67802 | 17.740135879472582 | saturating |
10000 | 36018 | 137492 | 0.9435431326913565 | saturating |
40000 | 293389 | 410633 | 5.240513141966184 | saturating |
10000 | 10331 | 399547 | 0.02671264231742448 | inverse |
20000 | 83851 | 311816 | 1.1274261425007055 | saturating |
20000 | 224822 | 276792 | 9.130489985982253 | saturating |
20000 | 88628 | 152976 | 2.5673708241815714 | saturating |
10000 | 172178 | 136498 | 21.71846011223608 | saturating |
20000 | 234493 | 81436 | 33.76084719841348 | saturating |
40000 | 205818 | 159132 | 6.655017394992837 | saturating |
10000 | 191435 | 295699 | 12.39346741957193 | saturating |
10000 | 141673 | 43959 | 45.65899799585978 | saturating |
10000 | 116594 | 373992 | 3.6348801140131335 | saturating |
40000 | 277423 | 213756 | 9.001328726328149 | saturating |
20000 | 294797 | 117120 | 37.100952531164616 | saturating |
40000 | 109839 | 117848 | 2.5593573758146086 | saturating |
40000 | 166127 | 170493 | 4.046820122966926 | saturating |
10000 | 56225 | 315865 | 1.0008233343358712 | saturating |
40000 | 52249 | 322408 | 0.2116850389103248 | inverse |
10000 | 253357 | 374010 | 17.162581067083767 | saturating |
40000 | 299895 | 198700 | 11.315678286990439 | saturating |
40000 | 285500 | 341012 | 5.975614494504592 | saturating |
20000 | 158191 | 25120 | 49.80969840963376 | saturating |
10000 | 48973 | 328961 | 0.7290696249707412 | inverse |
40000 | 274067 | 81710 | 22.98149568259699 | saturating |
10000 | 247536 | 30289 | 202.29809929677438 | saturating |
40000 | 155009 | 410206 | 1.4643733929415952 | saturating |
10000 | 274743 | 187224 | 40.317329001089604 | saturating |
40000 | 257377 | 218293 | 7.586468660126528 | saturating |
20000 | 146695 | 115510 | 9.314961053155569 | saturating |
20000 | 44591 | 221741 | 0.44835129294988296 | inverse |
10000 | 271143 | 103337 | 71.14443659966905 | saturating |
20000 | 41352 | 106342 | 0.804004017227436 | saturating |
20000 | 287532 | 408008 | 10.131498772573087 | saturating |
20000 | 295853 | 199932 | 21.889691897495148 | saturating |
20000 | 60913 | 226111 | 0.8204805535776677 | saturating |
40000 | 183566 | 57499 | 14.650896692116385 | saturating |
10000 | 227326 | 227522 | 22.71301688452106 | saturating |
10000 | 57079 | 155156 | 2.099830003995978 | saturating |
10000 | 76184 | 213651 | 2.716580711534231 | saturating |
40000 | 144959 | 110543 | 4.7522483741620904 | saturating |
20000 | 24062 | 262355 | 0.11034282632311183 | inverse |
10000 | 27029 | 212967 | 0.3430422746247071 | inverse |
20000 | 139500 | 280019 | 3.4748088522564538 | saturating |
10000 | 277766 | 308407 | 25.016925930993782 | saturating |
10000 | 88894 | 235769 | 3.351646414923082 | saturating |
20000 | 169791 | 54657 | 26.372636332949117 | saturating |
10000 | 47895 | 349482 | 0.656380307140282 | inverse |
40000 | 59935 | 179081 | 0.5014775750917182 | saturating |
10000 | 240277 | 226235 | 25.519056171237875 | saturating |
40000 | 137971 | 347023 | 1.3713786147459968 | saturating |
40000 | 164611 | 395703 | 1.711939340932467 | saturating |
10000 | 98387 | 127973 | 7.564096933728208 | saturating |
20000 | 20634 | 257261 | 0.0827490284186099 | inverse |
20000 | 297052 | 337838 | 13.059497555633174 | saturating |
20000 | 284561 | 234722 | 17.24912081547533 | saturating |
10000 | 200497 | 317782 | 12.649881682725894 | saturating |
20000 | 164988 | 298782 | 4.555334682812218 | saturating |
20000 | 270363 | 109274 | 33.44626890614419 | saturating |
20000 | 113723 | 331133 | 1.9528287318086688 | saturating |
40000 | 255544 | 133636 | 12.216531461582209 | saturating |
10000 | 103552 | 350586 | 3.058598091195883 | saturating |
20000 | 209840 | 63705 | 34.55994474531042 | saturating |
20000 | 58463 | 202701 | 0.8430945996813041 | saturating |
20000 | 100620 | 274518 | 1.8440292439840011 | saturating |
10000 | 24193 | 155120 | 0.37732158909231556 | inverse |
40000 | 269504 | 252762 | 7.183873170808903 | saturating |
10000 | 247254 | 237764 | 25.712277937787047 | saturating |
40000 | 246215 | 335895 | 4.5119625347951 | saturating |
10000 | 288983 | 44445 | 187.89779342783214 | saturating |
40000 | 97170 | 267941 | 0.8809783590417294 | saturating |
20000 | 215456 | 267946 | 8.662433463459056 | saturating |
20000 | 61803 | 40103 | 4.762250715657183 | saturating |
10000 | 263618 | 146494 | 47.438427460510326 | saturating |
10000 | 57516 | 215030 | 1.5384319657722179 | saturating |
10000 | 55437 | 126002 | 2.439057291947747 | saturating |
20000 | 132320 | 353612 | 2.4756770697826993 | saturating |
20000 | 182530 | 171709 | 9.7016466521848 | saturating |
20000 | 228447 | 91055 | 28.657422332106968 | saturating |
40000 | 212889 | 187216 | 6.052063701953894 | saturating |
10000 | 16145 | 184647 | 0.14116721365632803 | inverse |
40000 | 286182 | 345841 | 5.920360593741055 | saturating |
20000 | 165819 | 119253 | 11.52840631304873 | saturating |
10000 | 58867 | 256170 | 1.3527437596127572 | saturating |
20000 | 31898 | 254114 | 0.20020195738920327 | inverse |
40000 | 60304 | 389686 | 0.23330145399116212 | inverse |
20000 | 204737 | 234497 | 8.937691989449759 | saturating |
20000 | 235704 | 296656 | 9.363770767488269 | saturating |
10000 | 190114 | 127323 | 28.387120155824164 | saturating |
10000 | 174557 | 194400 | 15.67394354372428 | saturating |
20000 | 238693 | 283499 | 10.048421378735021 | saturating |
10000 | 281879 | 381401 | 20.83260679468591 | saturating |
40000 | 46886 | 380946 | 0.14426565681225162 | inverse |
20000 | 245569 | 93907 | 32.108433748815315 | saturating |
10000 | 62471 | 379701 | 1.0278155287976591 | saturating |
10000 | 250066 | 17328 | 360.87837232225297 | saturating |
10000 | 56295 | 398814 | 0.7946378574974801 | inverse |
40000 | 167478 | 296369 | 2.3660437228590037 | saturating |
10000 | 271394 | 303622 | 24.258684560407346 | saturating |
10000 | 217320 | 354972 | 13.304706399377979 | saturating |
40000 | 298997 | 125586 | 17.796411624106188 | saturating |
10000 | 278884 | 322029 | 24.15195074232445 | saturating |
20000 | 290929 | 421815 | 10.032796728542133 | saturating |
10000 | 171107 | 283465 | 10.328472809341541 | saturating |
20000 | 142702 | 348296 | 2.9233555372441833 | saturating |
20000 | 244464 | 407793 | 7.3275715002464485 | saturating |
40000 | 290911 | 215561 | 9.814995514146807 | saturating |
40000 | 104587 | 364420 | 0.7504006756626969 | inverse |
10000 | 112942 | 412473 | 3.092540690905829 | saturating |
10000 | 104815 | 310117 | 3.5425933518639736 | saturating |
10000 | 297038 | 238292 | 37.02666201299247 | saturating |
20000 | 195140 | 289682 | 6.572658915638528 | saturating |
20000 | 252969 | 333316 | 9.599496417963735 | saturating |
10000 | 275698 | 177831 | 42.74248427102137 | saturating |
10000 | 166128 | 125661 | 21.962671301358416 | saturating |
20000 | 211392 | 389104 | 5.742240848719108 | saturating |
40000 | 46593 | 47220 | 1.1493581369123254 | saturating |
10000 | 277169 | 83215 | 92.31827742714654 | saturating |
40000 | 203098 | 142237 | 7.250011882280981 | saturating |
10000 | 170624 | 241800 | 12.039929435897434 | saturating |
10000 | 140707 | 252665 | 7.835853738744978 | saturating |
40000 | 150342 | 277485 | 2.036390882750419 | saturating |
10000 | 82385 | 50831 | 13.35265531860479 | saturating |
10000 | 136136 | 97708 | 18.96775135710484 | saturating |
40000 | 174263 | 387380 | 1.959806467099489 | saturating |
40000 | 68311 | 88085 | 1.3244004998013283 | saturating |
20000 | 233920 | 94815 | 28.855437641723356 | saturating |
20000 | 86293 | 198686 | 1.8739321967828637 | saturating |
10000 | 150636 | 261768 | 8.66844094618135 | saturating |
20000 | 169279 | 59485 | 24.086223284021184 | saturating |
10000 | 220631 | 24206 | 201.0990587498967 | saturating |
20000 | 207997 | 381839 | 5.665051501941918 | saturating |
20000 | 235209 | 312137 | 8.862017908963052 | saturating |
40000 | 208892 | 58889 | 18.524625848630475 | saturating |
20000 | 67189 | 132507 | 1.7034427317047403 | saturating |
20000 | 159675 | 91657 | 13.90843341206891 | saturating |
10000 | 30523 | 135463 | 0.6877549803267312 | saturating |
20000 | 202056 | 194148 | 10.514305358798444 | saturating |
40000 | 225479 | 40848 | 31.115831522351154 | saturating |
40000 | 226072 | 371951 | 3.435166808531231 | saturating |
10000 | 97593 | 252590 | 3.770693079298468 | saturating |
40000 | 141160 | 259120 | 1.9224824019759184 | saturating |
10000 | 239461 | 262621 | 21.834343225027702 | saturating |
20000 | 220749 | 326284 | 7.467439562007331 | saturating |
20000 | 226344 | 151675 | 16.888612604582164 | saturating |
10000 | 241241 | 283866 | 20.501652216538787 | saturating |
10000 | 82575 | 131759 | 5.17507769867713 | saturating |
20000 | 79449 | 45320 | 6.96397131619594 | saturating |
10000 | 267297 | 279403 | 25.571552992988625 | saturating |
40000 | 95254 | 327612 | 0.6923834075064406 | inverse |
20000 | 138959 | 416481 | 2.318185425145445 | saturating |
10000 | 156757 | 337552 | 7.279695291095891 | saturating |
10000 | 183853 | 290727 | 11.626689509058327 | saturating |
40000 | 50942 | 228048 | 0.28448916061530904 | inverse |
10000 | 122616 | 172947 | 8.693231716074868 | saturating |
20000 | 289130 | 310510 | 13.461105423335802 | saturating |
10000 | 95460 | 383061 | 2.3788930744711676 | saturating |
10000 | 250428 | 46444 | 135.0318301266041 | saturating |
10000 | 81051 | 273966 | 2.397839367293752 | saturating |
40000 | 158883 | 121995 | 5.173123424935447 | saturating |
20000 | 142325 | 136412 | 7.424715430094127 | saturating |
40000 | 124896 | 143880 | 2.710420283569641 | saturating |
20000 | 21114 | 84416 | 0.26405005923047764 | inverse |
40000 | 251916 | 229121 | 6.924471246197424 | saturating |
40000 | 73246 | 390703 | 0.34328994888700626 | inverse |
20000 | 232218 | 82825 | 32.55369726773318 | saturating |
40000 | 98034 | 315670 | 0.7611322865650838 | saturating |
20000 | 60526 | 159446 | 1.1487891436599225 | saturating |
20000 | 295813 | 238322 | 18.35863473976385 | saturating |
10000 | 193214 | 266884 | 13.98796847918946 | saturating |
20000 | 296228 | 421822 | 10.4014285627587 | saturating |
40000 | 187256 | 397863 | 2.2033218429459387 | saturating |
40000 | 124548 | 71156 | 5.450068969587948 | saturating |
10000 | 74881 | 254591 | 2.2024204158827296 | saturating |
20000 | 257413 | 299645 | 11.05665914148409 | saturating |
20000 | 27677 | 26833 | 1.4273773506503187 | saturating |
20000 | 59915 | 198235 | 0.9054423348550964 | saturating |
10000 | 179681 | 257284 | 12.548491845975654 | saturating |
40000 | 67949 | 312308 | 0.36959240565403384 | inverse |
40000 | 90924 | 50494 | 4.0931465995959915 | saturating |
10000 | 183033 | 123261 | 27.17897720203471 | saturating |
40000 | 111919 | 344752 | 0.9083241403240592 | saturating |
20000 | 47359 | 328872 | 0.3409951107117663 | inverse |
20000 | 275755 | 249532 | 15.236687083219786 | saturating |
40000 | 291227 | 140403 | 15.101736702385274 | saturating |
20000 | 97556 | 203483 | 2.3385671373038535 | saturating |
20000 | 181939 | 182575 | 9.065260775297823 | saturating |
10000 | 179648 | 336151 | 9.600865058857478 | saturating |
20000 | 26175 | 422062 | 0.08116468966644712 | inverse |
20000 | 28557 | 324522 | 0.12564668173498253 | inverse |
20000 | 165329 | 388585 | 3.5170784051108512 | saturating |
10000 | 68998 | 179117 | 2.657885071768732 | saturating |
40000 | 113636 | 244922 | 1.3180870334228858 | saturating |
20000 | 185256 | 373152 | 4.598633470542835 | saturating |
10000 | 31545 | 299216 | 0.3325647776188439 | inverse |
20000 | 227792 | 51766 | 50.118992450643276 | saturating |
10000 | 45758 | 75111 | 2.7876004366870366 | saturating |
40000 | 143221 | 273822 | 1.872772717404007 | saturating |
10000 | 147014 | 214569 | 10.07280464372766 | saturating |
20000 | 205238 | 311764 | 6.75553249316791 | saturating |
40000 | 101927 | 411628 | 0.6309770793653493 | inverse |
40000 | 120492 | 47720 | 7.60599437552389 | saturating |
40000 | 74988 | 324587 | 0.433104232763481 | inverse |
20000 | 121119 | 103178 | 7.108982613057047 | saturating |
40000 | 96716 | 279578 | 0.8364378327336199 | saturating |
20000 | 59960 | 149895 | 1.1992400013342674 | saturating |
20000 | 282009 | 355707 | 11.179014762290313 | saturating |
40000 | 184064 | 337857 | 2.5069449571860285 | saturating |
10000 | 152033 | 416056 | 5.555510096958102 | saturating |
20000 | 291015 | 134639 | 31.45066816635596 | saturating |
40000 | 100383 | 280732 | 0.8973635610653576 | saturating |
10000 | 94678 | 153328 | 5.846240532714182 | saturating |
20000 | 116842 | 303524 | 2.2489247907908436 | saturating |
10000 | 283599 | 358011 | 22.46534123281128 | saturating |
10000 | 134489 | 412938 | 4.380146927868107 | saturating |
10000 | 191043 | 127079 | 28.720266801753237 | saturating |
20000 | 181852 | 363020 | 4.5548661098562055 | saturating |
10000 | 92041 | 204007 | 4.1525759807261515 | saturating |
10000 | 101291 | 280676 | 3.6554128892388373 | saturating |
40000 | 284309 | 171598 | 11.776303844013334 | saturating |
20000 | 32597 | 266496 | 0.19935841607378724 | inverse |
40000 | 251393 | 218593 | 7.227866451464594 | saturating |
20000 | 299875 | 292690 | 15.361818925313472 | saturating |
10000 | 50576 | 209727 | 1.219648293257425 | saturating |
20000 | 190067 | 283192 | 6.378263596605836 | saturating |
40000 | 282301 | 362484 | 5.4963705019393965 | saturating |
10000 | 297310 | 139763 | 63.24509068923822 | saturating |
20000 | 95545 | 283079 | 1.6124203888313864 | saturating |
40000 | 161809 | 188330 | 3.4755684809908143 | saturating |
10000 | 134587 | 205469 | 8.815763238736745 | saturating |
20000 | 291026 | 81175 | 52.16885289559593 | saturating |
20000 | 64747 | 304938 | 0.6873813708032452 | inverse |
10000 | 293554 | 95268 | 90.45424582860981 | saturating |
10000 | 112680 | 381880 | 3.3248094689431236 | saturating |
20000 | 296366 | 286894 | 15.307536225226043 | saturating |
10000 | 89115 | 352970 | 2.249903171657648 | saturating |
20000 | 68656 | 234718 | 1.004108405831679 | saturating |
20000 | 47860 | 175951 | 0.6509140613011576 | saturating |
10000 | 134606 | 151536 | 11.956746407454332 | saturating |
10000 | 231687 | 337391 | 15.90998751270781 | saturating |
40000 | 140767 | 421534 | 1.1751927655301826 | saturating |
10000 | 139920 | 196212 | 9.977782398630053 | saturating |
10000 | 44190 | 239241 | 0.8162297014307747 | inverse |
20000 | 180351 | 97638 | 16.656672197812327 | saturating |
40000 | 166564 | 411750 | 1.68449095907711 | saturating |
10000 | 242673 | 234018 | 25.16480994154296 | saturating |
10000 | 73328 | 229719 | 2.3406838720349645 | saturating |
10000 | 116876 | 278522 | 4.904459746806356 | saturating |
10000 | 151274 | 206357 | 11.089433882058762 | saturating |
40000 | 209469 | 57915 | 18.940370353535354 | saturating |
20000 | 120385 | 329679 | 2.197978673952542 | saturating |
20000 | 51552 | 330089 | 0.40255941639981946 | inverse |
10000 | 175299 | 157125 | 19.557511154176613 | saturating |
10000 | 91187 | 50952 | 16.31941625255142 | saturating |
10000 | 142245 | 209089 | 9.677046628469217 | saturating |
10000 | 153496 | 274811 | 8.573536727423575 | saturating |
40000 | 234275 | 67067 | 20.458934954970402 | saturating |
10000 | 117440 | 269501 | 5.117663236871106 | saturating |
10000 | 66866 | 58812 | 7.602295375093519 | saturating |
40000 | 290053 | 337001 | 6.241134507686921 | saturating |
20000 | 200525 | 48864 | 41.14509211791912 | saturating |
40000 | 207550 | 304080 | 3.5415846569981584 | saturating |
40000 | 235657 | 386672 | 3.590525151097054 | saturating |
10000 | 72140 | 183766 | 2.831959992599284 | saturating |
10000 | 49596 | 185981 | 1.3225884450562155 | saturating |
20000 | 79835 | 61483 | 5.183243518533579 | saturating |
20000 | 168242 | 388298 | 3.644799942827416 | saturating |
20000 | 239907 | 243015 | 11.841937462502315 | saturating |
10000 | 103526 | 275122 | 3.895592746490648 | saturating |
20000 | 24903 | 83895 | 0.36960451099588776 | saturating |
10000 | 73226 | 407370 | 1.3162596843164693 | saturating |
40000 | 297000 | 255838 | 8.619614756212915 | saturating |
20000 | 84475 | 259530 | 1.3747978316572265 | saturating |
10000 | 285441 | 46249 | 176.16935389089494 | saturating |
20000 | 245746 | 404434 | 7.466125068119891 | saturating |
40000 | 160574 | 388700 | 1.658348950090044 | saturating |
20000 | 295546 | 22613 | 193.13544889223013 | saturating |
40000 | 181206 | 224370 | 3.658645812274368 | saturating |
20000 | 24961 | 204507 | 0.1523301209738542 | inverse |
40000 | 173313 | 155966 | 4.814734616679276 | saturating |
20000 | 266346 | 235514 | 15.060716500080675 | saturating |
40000 | 119113 | 345306 | 1.0271981061000968 | saturating |
10000 | 129018 | 80903 | 20.574817156347724 | saturating |
20000 | 50760 | 59614 | 2.1610507598886164 | saturating |
20000 | 30715 | 245085 | 0.192466129098068 | inverse |
10000 | 134281 | 169257 | 10.653259221775171 | saturating |
20000 | 30942 | 43131 | 1.1098831049593099 | saturating |
20000 | 203641 | 334007 | 6.207902361477454 | saturating |
40000 | 73296 | 247848 | 0.5418949937058197 | inverse |
10000 | 236144 | 397237 | 14.037964423253625 | saturating |
20000 | 221038 | 68731 | 35.54276632378403 | saturating |
20000 | 102038 | 113028 | 4.60582928300952 | saturating |
20000 | 126932 | 349208 | 2.306896265835834 | saturating |
10000 | 89387 | 252306 | 3.1668037101773248 | saturating |
20000 | 188687 | 233207 | 7.633300880548182 | saturating |
40000 | 206803 | 69382 | 15.410149898028306 | saturating |
10000 | 256365 | 338839 | 19.39653145741783 | saturating |
40000 | 172694 | 349223 | 2.1349694633514975 | saturating |
10000 | 128744 | 53504 | 30.979025 | saturating |
10000 | 238242 | 361154 | 15.716079723331323 | saturating |
40000 | 195119 | 288412 | 3.30009016277062 | saturating |
10000 | 280169 | 422394 | 18.58328209231192 | saturating |
10000 | 282682 | 176079 | 45.382534614576414 | saturating |
20000 | 169601 | 371055 | 3.876042527522874 | saturating |
20000 | 82445 | 397563 | 0.8548554600151422 | inverse |
10000 | 160860 | 15283 | 169.3119125826081 | saturating |
40000 | 44931 | 200134 | 0.25218038426754075 | inverse |
10000 | 117501 | 70921 | 19.467414448470834 | saturating |
20000 | 231406 | 110046 | 24.330160494702213 | saturating |
40000 | 153918 | 239740 | 2.4704628685242347 | saturating |
10000 | 145674 | 290070 | 7.31579076636674 | saturating |
20000 | 122942 | 85864 | 8.801555578589397 | saturating |
40000 | 230542 | 194679 | 6.8252885216176375 | saturating |
40000 | 237344 | 335600 | 4.196377706793802 | saturating |
20000 | 131506 | 261442 | 3.3073928511868793 | saturating |
40000 | 73207 | 374172 | 0.358074952762366 | inverse |
40000 | 204081 | 57439 | 18.12751552124863 | saturating |
10000 | 135495 | 283119 | 6.484515353967766 | saturating |
40000 | 270605 | 264005 | 6.93424992187648 | saturating |
40000 | 56412 | 392002 | 0.20295264718037154 | inverse |
20000 | 54273 | 218521 | 0.6739760775852206 | inverse |
40000 | 128136 | 244182 | 1.6810037693196056 | saturating |
20000 | 136430 | 107039 | 8.694562215641028 | saturating |
10000 | 193921 | 390749 | 9.623915669905745 | saturating |
10000 | 268069 | 131842 | 54.50538429407927 | saturating |
10000 | 166406 | 363558 | 7.616654518948834 | saturating |
40000 | 99081 | 55124 | 4.45225517061534 | saturating |
40000 | 42937 | 151308 | 0.30460814514103685 | inverse |
20000 | 240153 | 218821 | 13.178228645559612 | saturating |
20000 | 171956 | 190433 | 7.763587701711363 | saturating |
10000 | 127815 | 77178 | 21.167527307004583 | saturating |
10000 | 35987 | 338820 | 0.38222778141786196 | inverse |
10000 | 133413 | 63716 | 27.934943450624647 | saturating |
10000 | 135496 | 306128 | 5.997218815658809 | saturating |
40000 | 121364 | 337719 | 1.0903458567625748 | saturating |
10000 | 94423 | 51809 | 17.208791771699897 | saturating |
20000 | 156048 | 304059 | 4.004317961974485 | saturating |
10000 | 292445 | 360360 | 23.732955384892882 | saturating |
20000 | 222058 | 224208 | 10.996430850817099 | saturating |
40000 | 187370 | 229729 | 3.8205360337615186 | saturating |
20000 | 71764 | 165721 | 1.5538379855298967 | saturating |
10000 | 66760 | 301864 | 1.4764588026395993 | saturating |
10000 | 262961 | 304546 | 22.705432847911318 | saturating |
10000 | 293788 | 254990 | 33.848930916506525 | saturating |
20000 | 74459 | 99048 | 2.798715108331314 | saturating |
20000 | 137381 | 211109 | 4.47009344959239 | saturating |
20000 | 98968 | 213596 | 2.292801603026274 | saturating |
40000 | 269406 | 370454 | 4.898016544294298 | saturating |
20000 | 57611 | 387095 | 0.42870966054844417 | inverse |
40000 | 204830 | 278053 | 3.772242063563421 | saturating |
10000 | 225145 | 146954 | 34.49397159995645 | saturating |
10000 | 165390 | 217032 | 12.603603201371227 | saturating |
40000 | 199461 | 333979 | 2.978083241835565 | saturating |
10000 | 161096 | 264470 | 9.812803424206905 | saturating |
10000 | 226934 | 61315 | 83.9909326526951 | saturating |
20000 | 37438 | 252625 | 0.2774079849579416 | inverse |
20000 | 285262 | 230149 | 17.67863615396982 | saturating |
10000 | 295700 | 215378 | 40.597688714724804 | saturating |
10000 | 232230 | 235685 | 22.882564821689968 | saturating |
10000 | 49439 | 78602 | 3.109608815297321 | saturating |
20000 | 213378 | 84112 | 27.06520525252045 | saturating |
10000 | 284238 | 183775 | 43.962040889130726 | saturating |
40000 | 282172 | 122228 | 16.285351471021368 | saturating |
20000 | 93208 | 77598 | 5.597909265702724 | saturating |
40000 | 75148 | 242296 | 0.5826779955096246 | saturating |
40000 | 251501 | 276239 | 5.724458983072629 | saturating |
10000 | 90040 | 15340 | 52.85007561929596 | saturating |
10000 | 254386 | 336238 | 19.245961787781273 | saturating |
20000 | 88826 | 86684 | 4.551046488394628 | saturating |
10000 | 30192 | 40662 | 2.241790526781762 | saturating |
40000 | 161178 | 351247 | 1.8490085099659215 | saturating |
40000 | 276788 | 201472 | 9.506481911134053 | saturating |
10000 | 63692 | 383348 | 1.058221476047873 | saturating |
10000 | 207286 | 315113 | 13.635580187424829 | saturating |
20000 | 290039 | 85284 | 49.31911115859951 | saturating |
40000 | 108685 | 282502 | 1.0453403183871264 | saturating |
20000 | 275930 | 44413 | 85.71517900164366 | saturating |
40000 | 62659 | 250716 | 0.39149378988576716 | inverse |
40000 | 79679 | 292995 | 0.5417108688714825 | inverse |
40000 | 164658 | 237515 | 2.853741549375829 | saturating |
40000 | 137544 | 97665 | 4.842664192904316 | saturating |
20000 | 56563 | 305357 | 0.5238741815317808 | inverse |
10000 | 292760 | 275312 | 31.131377346428778 | saturating |
10000 | 157467 | 15675 | 158.18727967464116 | saturating |
10000 | 299741 | 346978 | 25.893476554997726 | saturating |
20000 | 247574 | 335601 | 9.131809123929905 | saturating |
10000 | 76061 | 267483 | 2.162857348317463 | saturating |
20000 | 115594 | 93359 | 7.156231769834724 | saturating |
10000 | 195704 | 212190 | 18.04988718412743 | saturating |
40000 | 91337 | 272401 | 0.7656403215296567 | saturating |
10000 | 74935 | 19771 | 28.401467932830915 | saturating |
40000 | 139796 | 324311 | 1.5064954330873759 | saturating |
40000 | 229509 | 382432 | 3.4433821621229392 | saturating |
10000 | 206199 | 60008 | 70.85393214404746 | saturating |
20000 | 148937 | 413101 | 2.6848434122647977 | saturating |
10000 | 177416 | 143061 | 22.002108929757235 | saturating |
20000 | 230706 | 66399 | 40.079864482898834 | saturating |
10000 | 200540 | 359686 | 11.180944379264135 | saturating |
40000 | 214189 | 110764 | 10.354656684708027 | saturating |
40000 | 226035 | 297287 | 4.296506509282276 | saturating |
10000 | 132537 | 313244 | 5.60778701874577 | saturating |
10000 | 17710 | 355752 | 0.08816369268479164 | inverse |
10000 | 169262 | 221000 | 12.963631060633485 | saturating |
40000 | 195055 | 180209 | 5.278101124943816 | saturating |
10000 | 257767 | 225751 | 29.43235081527878 | saturating |
10000 | 236005 | 228913 | 24.33167186878858 | saturating |
20000 | 164975 | 173971 | 7.822209053520414 | saturating |
20000 | 153729 | 204522 | 5.777521596943116 | saturating |
40000 | 193102 | 154028 | 6.052208430285402 | saturating |
20000 | 291667 | 123318 | 34.491979633549036 | saturating |
10000 | 133429 | 228528 | 7.79042307332143 | saturating |
10000 | 149930 | 198851 | 11.304446495114433 | saturating |
20000 | 154066 | 131841 | 9.001878154747006 | saturating |
40000 | 103749 | 57117 | 4.711318434529124 | saturating |
40000 | 40437 | 232246 | 0.1760149764689166 | inverse |
20000 | 298704 | 41836 | 106.63552875035855 | saturating |
40000 | 97069 | 198584 | 1.1861971207398379 | saturating |
10000 | 183401 | 405249 | 8.300064108979912 | saturating |
40000 | 226934 | 305549 | 4.213648249216983 | saturating |
20000 | 106454 | 312052 | 1.8157957833950753 | saturating |
40000 | 255287 | 270834 | 6.015811564371534 | saturating |
20000 | 178940 | 59421 | 26.942935662476227 | saturating |
40000 | 47939 | 231012 | 0.24870436611518018 | inverse |
10000 | 109667 | 19155 | 62.787005424171234 | saturating |
20000 | 248943 | 28695 | 107.98504486670153 | saturating |
10000 | 124054 | 391673 | 3.9291436775064916 | saturating |
10000 | 248430 | 110476 | 55.86504299576378 | saturating |
10000 | 57604 | 165384 | 2.0063735403666616 | saturating |
40000 | 127319 | 188041 | 2.1551320936657428 | saturating |
40000 | 190862 | 329384 | 2.7648810388482743 | saturating |
20000 | 200876 | 84027 | 24.010834241374795 | saturating |
40000 | 203747 | 59037 | 17.57916222411369 | saturating |
10000 | 194124 | 19455 | 193.6989327987664 | saturating |
